2020-09-28 21:23:19.351,filter,519,INFO,sshd,Found,154.118.225.106,AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-09-28 21:23:19.668,actions,519,NOTICE,sshd,Ban,154.118.225.106,AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-09-28 21:23:22.062,filter,519,INFO,sshd,Found,154.118.225.106,AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-09-29 00:23:21.309,actions,519,NOTICE,sshd,Unban,154.118.225.106,AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-10-01 08:22:04.510,filter,519,INFO,sshd,Found,154.118.225.106,AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-10-01 08:22:04.583,filter,519,INFO,sshd,Found,154.118.225.106,AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-10-01 08:22:04.970,actions,519,NOTICE,sshd,Ban,154.118.225.106,AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-10-01 08:22:07.290,filter,519,INFO,sshd,Found,154.118.225.106,AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-10-01 11:22:06.407,actions,519,NOTICE,sshd,Unban,154.118.225.106,AS327795,Tanzania e-Government Agency,tanzania.go.tz,154.118.224.0/21,gov,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-10-03 07:57:09.568,filter,519,INFO,sshd,Found,154.126.227.66,AS327692,Smile Communications Ltd,smile.co.ug,154.126.224.0/19,isp,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-10-03 07:57:09.784,actions,519,NOTICE,sshd,Ban,154.126.227.66,AS327692,Smile Communications Ltd,smile.co.ug,154.126.224.0/19,isp,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
2020-10-03 10:57:09.814,actions,519,NOTICE,sshd,Unban,154.126.227.66,AS327692,Smile Communications Ltd,smile.co.ug,154.126.224.0/19,isp,255,None,AF,Africa,TZ,Tanzania,False,-6.8227,39.291,None,None,None,False,False,False,False,False,False,False,200
